date,Aspropirgos,Galatsi,Kiourka,Menidi,Total
2005-07-25,139064,374391,216300,521005,1250760
2005-07-26,140396,378685,212760,514659,1246500
2005-07-27,142606,378299,215490,524903,1261298
2005-07-28,142982,377532,214520,527652,1262686
2005-07-29,140361,378189,224380,533588,1276518
2005-07-30,138046,369821,227140,519153,1254160
2005-07-31,137746,354894,214760,507869,1215269
2005-08-01,146279,380816,223620,538166,1288881
2005-08-02,147272,381689,234050,536383,1299394
2005-08-03,142702,378388,224920,538404,1284414
2005-08-04,143456,369751,225130,526586,1264923
2005-08-05,135929,355009,204700,509377,1205015
2005-08-06,127909,326174,184930,447307,1086320
2005-08-07,128613,318503,183560,447067,1077743
2005-08-08,134041,346610,199880,474038,1154569
2005-08-09,133061,340769,195400,462541,1131771
2005-08-10,133382,333806,199030,474817,1141035
2005-08-11,136802,309272,198800,492463,1137337
2005-08-12,137074,322201,208630,493011,1160916
2005-08-13,136637,299727,203270,464527,1104161
2005-08-14,128844,283357,189490,416483,1018174
2005-08-15,128427,286802,194460,410052,1019741
2005-08-16,126157,319524,205820,495608,1147109
2005-08-17,135329,315193,198740,472620,1121882
2005-08-18,138216,317565,200510,479523,1135814
2005-08-19,137480,333758,201520,476109,1148867
2005-08-20,136488,316087,203960,468600,1125135
2005-08-21,136390,314130,197020,466269,1113809
2005-08-22,143338,339819,206400,506719,1196276
2005-08-23,139127,346528,206260,499455,1191370
2005-08-24,137882,347731,206840,505195,1197648
2005-08-25,139788,346497,196300,504439,1187024
2005-08-26,135950,338942,200560,498519,1173971
2005-08-27,131437,349851,205620,489629,1176537
2005-08-28,128941,350555,205680,486191,1171367
2005-08-29,135889,374798,210050,523514,1244251
2005-08-30,132641,380158,204510,525335,1242644
2005-08-31,134390,388273,211930,535872,1270465
2005-09-01,135551,387944,204420,526321,1254236
2005-09-02,137814,382749,208350,533934,1262847
2005-09-03,135516,369399,204320,520029,1229264
2005-09-04,130086,341713,195380,507934,1175113
2005-09-05,132351,383658,196910,530910,1243829
2005-09-06,135265,383140,196600,526267,1241272
2005-09-07,131091,386511,194550,528737,1240889
2005-09-08,129408,380399,195350,522462,1227619
2005-09-09,131650,382615,196600,532537,1243402
2005-09-10,135478,381645,203360,534522,1255005
2005-09-11,134197,372905,191790,521150,1220042
2005-09-12,133221,376640,199850,553127,1262838
2005-09-13,133496,394086,191750,546458,1265790
2005-09-14,128963,400601,197450,533150,1260164
2005-09-15,122705,364240,164560,498550,1150055
2005-09-16,118859,361424,155470,476909,1112662
2005-09-17,122921,383152,163170,504573,1173816
2005-09-18,120976,373523,161880,477944,1134323
2005-09-19,125568,388021,164670,501771,1180030
2005-09-20,125970,391623,167360,509819,1194772
2005-09-21,123666,396461,165050,497840,1183017
2005-09-22,121789,363196,160700,485008,1130693
2005-09-23,115502,330515,141320,470673,1058010
2005-09-24,114701,343813,148250,486608,1093372
2005-09-25,110438,348384,146560,448886,1054268
2005-09-26,116103,364085,121120,477924,1079232
2005-09-27,119850,361071,114040,503438,1098399
2005-09-28,119012,382643,133540,472805,1108000
2005-09-29,116194,365098,136540,458869,1076701
2005-09-30,116049,348502,133050,465131,1062732
2005-10-01,113645,355254,126650,461152,1056701
2005-10-02,111540,362545,129380,457580,1061045
2005-10-03,113745,370176,130050,464222,1078193
2005-10-04,111140,346802,130990,460985,1049917
2005-10-05,117550,355812,137940,464390,1075692
2005-10-06,117469,358553,116080,482226,1074328
2005-10-07,118366,372601,131320,472971,1095258
2005-10-08,119268,353860,137260,489641,1100029
2005-10-09,115016,385731,138020,459144,1097911
2005-10-10,122384,341824,125912,466462,1056582
2005-10-11,122331,352428,116608,473410,1064777
2005-10-12,120699,356978,127550,473587,1078814
2005-10-13,119201,379038,136500,465944,1100683
2005-10-14,117475,342119,127850,482566,1070010
2005-10-15,115440,379686,134430,493133,1122689
2005-10-16,116086,357939,129370,470435,1073830
2005-10-17,121397,361253,127020,471033,1080703
2005-10-18,114220,366762,123270,440937,1045189
2005-10-19,118970,307643,128050,459948,1014611
2005-10-20,117369,365984,124260,493006,1100619
2005-10-21,116927,366182,130610,478962,1092681
2005-10-22,116365,365153,140510,493679,1115707
2005-10-23,113712,368887,132640,456346,1071585
2005-10-24,121902,347237,129170,473227,1071536
2005-10-25,119249,375311,137010,485747,1117317
2005-10-26,119022,350711,133950,478834,1082517
2005-10-27,120331,344075,131440,476573,1072419
2005-10-28,116397,350436,135340,464518,1066691
2005-10-29,109481,318973,120420,443482,992356
2005-10-30,112278,331203,129320,441921,1014722
2005-10-31,114818,350130,132850,449527,1047325
2005-11-01,110528,362928,115900,450515,1039871
2005-11-02,111463,363710,123490,409339,1008002
2005-11-03,104261,354769,114450,403170,976650
2005-11-04,113151,331005,120700,456364,1021220
2005-11-05,112904,360618,121730,475667,1070919
2005-11-06,108237,338088,121000,451173,1018498
2005-11-07,113247,363250,121490,452344,1050331
2005-11-08,113103,353317,115870,436110,1018400
2005-11-09,113855,333705,110800,478114,1036474
2005-11-10,112586,335442,115610,466961,1030599
2005-11-11,112504,376287,121160,450938,1060889
2005-11-12,111962,383942,127650,473020,1096574
2005-11-13,111059,357639,127320,445641,1041659
2005-11-14,114455,341990,116320,464717,1037482
2005-11-15,113163,354726,119650,457087,1044626
2005-11-16,113443,357565,113370,445185,1029563
2005-11-17,105453,344058,107190,439238,995939
2005-11-18,111291,366834,119870,449140,1047135
2005-11-19,105582,358282,121030,425317,1010211
2005-11-20,99074,343044,110870,407117,960105
2005-11-21,104074,349264,113610,412673,979621
2005-11-22,103937,335720,113510,418237,971404
2005-11-23,103009,343820,113180,400853,960862
2005-11-24,104141,340000,120910,392669,957720
2005-11-25,108879,348152,127580,419439,1004050
2005-11-26,110587,359679,124700,451112,1046078
2005-11-27,105581,351935,111320,429556,998392
2005-11-28,109153,360453,118670,437891,1026167
2005-11-29,111111,381851,105460,435545,1033967
2005-11-30,106615,298817,104700,417931,928063
2005-12-01,107219,393065,104150,461806,1066240
2005-12-02,108342,287512,106600,459836,962290
2005-12-03,108847,334569,104780,486538,1034734
2005-12-04,102729,282558,103160,467499,955946
2005-12-05,106678,292886,102800,487326,989690
2005-12-06,106182,298779,102060,468451,975472
2005-12-07,106867,293779,105780,485931,992357
2005-12-08,105091,298514,104820,478703,987128
2005-12-09,107987,304198,101880,469734,983799
2005-12-10,108101,304713,106570,478105,997489
2005-12-11,107148,294028,104270,465657,971103
2005-12-12,108760,302229,102550,471303,984842
2005-12-13,75032,308642,106270,516262,1006206
2005-12-14,98296,296697,102260,484071,981324
2005-12-15,105295,296902,105870,489970,998037
2005-12-16,108932,340130,97480,467132,1013674
2005-12-17,108757,388420,107430,451673,1056280
2005-12-18,104130,367626,97940,424455,994151
2005-12-19,106622,365124,104610,418149,994505
2005-12-20,107748,355087,94750,420354,977939
2005-12-21,108641,340136,102400,451932,1003109
2005-12-22,108080,351299,103850,438788,1002017
2005-12-23,110197,355611,105200,443108,1014116
2005-12-24,109270,356507,99130,435707,1000614
2005-12-25,98336,316752,97900,392948,905936
2005-12-26,103209,302957,94870,419580,920616
2005-12-27,109833,308197,101390,447975,967395
2005-12-28,105712,325411,95750,421666,948539
2005-12-29,108576,350217,103100,437934,999827
2005-12-30,103542,342806,101220,440532,988100
2005-12-31,108142,343594,106440,506528,1064704
2006-01-01,95274,313835,94670,396691,900470
2006-01-02,105039,339226,99780,433338,977383
2006-01-03,103090,315801,93140,455432,967463
2006-01-04,104512,297579,101820,470060,973971
2006-01-05,103732,289006,100480,465553,958771
2006-01-06,99604,288830,89200,438813,916447
2006-01-07,100539,290554,96400,451357,938850
2006-01-08,100634,286880,94900,451759,934173
2006-01-09,105364,306252,90060,459679,961355
2006-01-10,104887,333874,98410,424942,962113
2006-01-11,107673,337008,98030,415046,957757
2006-01-12,106880,351763,98260,418157,975060
2006-01-13,108178,337956,99610,432929,978673
2006-01-14,107445,305275,102240,493976,1008936
2006-01-15,106032,299366,98940,464232,968570
2006-01-16,108977,290037,108740,496784,1004538
2006-01-17,108643,308676,99340,478096,994755
2006-01-18,111080,326114,99220,470099,1006513
2006-01-19,109103,325728,96930,469406,1001167
2006-01-20,111597,338581,99680,462934,1012792
2006-01-21,112402,352379,104680,482039,1051500
2006-01-22,103248,317773,96270,444957,962248
2006-01-23,106031,311051,99780,454395,971257
2006-01-24,105192,311069,111640,470014,997915
2006-01-25,108431,332847,113720,479635,1034633
2006-01-26,112624,374438,130500,532958,1150520
2006-01-27,110064,360013,127005,483408,1080490
2006-01-28,110320,359715,122905,497607,1090547
2006-01-29,106382,326169,115410,492280,1040241
2006-01-30,110462,348924,112140,461259,1032785
2006-01-31,111144,342205,111280,457902,1022531
2006-02-01,106622,335586,112310,447653,1002171
2006-02-02,107372,355805,110060,462158,1035395
2006-02-03,106079,357597,120960,462387,1047023
2006-02-04,108690,373085,112590,477650,1072015
2006-02-05,102987,330864,105940,459253,999044
2006-02-06,102305,336658,102930,451509,993402
2006-02-07,103019,319103,96760,436079,954961
2006-02-08,107124,346390,105500,474084,1033098
2006-02-09,108446,371822,127640,454132,1062040
2006-02-10,106868,375316,105350,454163,1041697
2006-02-11,107896,375575,106840,468361,1058672
2006-02-12,103352,343002,102460,478481,1027295
2006-02-13,107779,369058,99180,458148,1034165
2006-02-14,104578,366162,99840,456616,1027196
2006-02-15,109222,361003,117580,460371,1048176
2006-02-16,106850,349295,109020,462706,1027871
2006-02-17,110778,370252,105220,455988,1042238
2006-02-18,111564,390644,112170,490915,1105293
2006-02-19,109381,367948,101580,461683,1040592
2006-02-20,110752,351893,97280,474290,1034215
2006-02-21,109161,364492,94730,468449,1036832
2006-02-22,108416,375354,94820,463948,1042538
2006-02-23,104035,365105,89240,453665,1012045
2006-02-24,100194,342950,91420,468530,1003094
2006-02-25,111823,389988,103730,498943,1104484
2006-02-26,105630,358374,88240,460553,1012797
2006-02-27,108777,374517,102850,456130,1042274
2006-02-28,110996,362160,87170,460597,1020923
2006-03-01,118995,364213,108300,480689,1072197
2006-03-02,111304,371236,104480,469164,1056184
2006-03-03,117018,372619,111970,472124,1073731
2006-03-04,108488,361297,115200,466248,1051233
2006-03-05,118402,323234,112320,428294,982250
2006-03-06,108778,320570,107220,420406,956974
2006-03-07,117414,334332,114460,475033,1041239
2006-03-08,107653,347107,94730,438964,988454
2006-03-09,108113,358537,104560,455448,1026658
2006-03-10,110002,359501,94560,477325,1041388
2006-03-11,108075,349174,96180,469522,1022951
2006-03-12,103313,346637,88180,429260,967390
2006-03-13,111473,355490,87730,450102,1004795
2006-03-14,110429,356321,97130,436176,1000056
2006-03-15,108117,358966,93670,437119,997872
2006-03-16,109003,366659,92460,459910,1028032
2006-03-17,112821,365849,109760,451526,1039956
2006-03-18,110940,375475,101210,469034,1056659
2006-03-19,109744,361947,94080,437191,1002962
2006-03-20,114560,373630,100670,454172,1043032
2006-03-21,113444,388166,98480,456582,1056672
2006-03-22,109247,359044,98050,470496,1036837
2006-03-23,109247,364028,109160,466744,1049179
2006-03-24,112507,376331,106200,469483,1064521
2006-03-25,103264,346640,107390,423639,980933
2006-03-26,109748,357201,102040,454349,1023338
2006-03-27,115372,379595,104540,476696,1076203
2006-03-28,119777,361709,106340,489039,1076865
2006-03-29,117121,371137,110100,471059,1069417
2006-03-30,118692,389910,110610,471916,1091128
2006-03-31,118496,389346,109710,494598,1112150
2006-04-01,119294,399008,122020,519324,1159646
2006-04-02,114995,379344,122420,480132,1096891
2006-04-03,114662,341210,105770,469293,1030935
2006-04-04,111619,347798,93190,478501,1031108
2006-04-05,117439,346455,115010,515224,1094128
2006-04-06,115350,368509,105040,476197,1065096
2006-04-07,114097,364618,116940,497774,1093429
2006-04-08,116809,413185,120190,514458,1164642
2006-04-09,115551,376110,118950,487714,1098325
2006-04-10,120090,376434,117020,499045,1112589
2006-04-11,117968,370276,116390,484871,1089505
2006-04-12,116511,369193,133270,502098,1121072
2006-04-13,121270,369296,121080,518387,1130033
2006-04-14,114358,355525,104190,463331,1037404
2006-04-15,121266,346647,130440,552399,1150752
2006-04-16,122682,351900,132410,509953,1116945
2006-04-17,129842,382576,138080,512890,1163388
2006-04-18,124146,385679,127340,492527,1129692
2006-04-19,128661,364571,132190,506979,1132401
2006-04-20,126128,367971,135080,492947,1122126
2006-04-21,114842,316891,122200,409652,963585
2006-04-22,118584,313906,122030,421463,975983
2006-04-23,100169,230892,109950,380326,821337
2006-04-24,117350,269998,123550,439470,950368
2006-04-25,121951,350240,133820,481985,1087996
2006-04-26,124656,364418,138720,487975,1115769
2006-04-27,125566,364271,125830,490780,1106447
2006-04-28,117535,347274,113600,450119,1028528
2006-04-29,120532,332865,107610,481864,1042871
2006-04-30,111226,300501,96600,425456,933783
2006-05-01,117925,324886,98050,476850,1017711
2006-05-02,119766,366857,107380,482591,1076594
2006-05-03,123927,381109,113390,506765,1125191
2006-05-04,119688,378453,113420,484539,1096100
2006-05-05,123875,379087,118800,501635,1123397
2006-05-06,126696,371914,139020,526924,1164554
2006-05-07,123437,366694,131810,502614,1124555
2006-05-08,126395,372464,126470,520570,1145899
2006-05-09,124348,373290,131300,538699,1167637
2006-05-10,124557,383016,131100,556436,1195109
2006-05-11,125397,388985,132130,545316,1191828
2006-05-12,126208,394529,145520,532819,1199076
2006-05-13,129096,392174,154970,534962,1211202
2006-05-14,127767,363713,149990,526889,1168359
2006-05-15,130782,391715,141900,530235,1194632
2006-05-16,132611,398589,143460,531180,1205840
2006-05-17,133687,392190,150870,571675,1248422
2006-05-18,131099,399884,141390,561719,1234092
2006-05-19,132368,404086,164540,559317,1260311
2006-05-20,134827,411359,171990,571847,1290023
2006-05-21,130202,390120,162360,513839,1196521
2006-05-22,138688,418787,163040,567318,1287833
2006-05-23,140390,416477,167290,580005,1304162
2006-05-24,141325,425618,178100,574264,1319307
2006-05-25,147041,418496,196510,592739,1354786
2006-05-26,144646,415505,188120,580552,1328823
2006-05-27,144124,408176,204150,597327,1353777
2006-05-28,142446,391069,188100,561761,1283376
2006-05-29,148788,414176,176470,581699,1321133
2006-05-30,144679,406374,171720,571494,1294267
2006-05-31,149155,410769,179330,578466,1317720
2006-06-01,147299,415290,159290,554647,1276526
2006-06-02,147093,424658,194680,565176,1331607
2006-06-03,145174,408883,207910,555488,1317455
2006-06-04,142034,397974,183360,520859,1244227
2006-06-05,144585,414318,182900,542263,1284066
2006-06-06,143740,418069,183940,545821,1291570
2006-06-07,143894,417920,172860,527743,1262417
2006-06-08,141140,414972,177200,543469,1276781
2006-06-09,137279,399907,157290,501841,1196317
2006-06-10,136141,385292,159860,485459,1166752
2006-06-11,134339,325578,146280,478079,1084276
2006-06-12,125071,342952,127540,458220,1053783
2006-06-13,128633,386441,138930,489003,1143007
2006-06-14,132355,386925,144290,491487,1155057
2006-06-15,137350,401710,157100,516169,1212329
2006-06-16,139735,403014,176320,514020,1233089
2006-06-17,141529,402808,194860,549234,1288431
2006-06-18,138744,387777,190160,529112,1245793
2006-06-19,147051,422313,189720,554095,1313179
2006-06-20,148516,436618,205280,574294,1364708
2006-06-21,151007,433757,206960,566292,1358016
2006-06-22,150481,433749,203260,571417,1358907
2006-06-23,149903,424483,210730,570765,1355881
2006-06-24,147824,410068,210670,559327,1327889
2006-06-25,142716,391238,200030,527519,1261503
2006-06-26,148509,420396,204950,571100,1344955
2006-06-27,149475,419865,205900,576884,1352124
2006-06-28,151916,451898,218590,573466,1395870
2006-06-29,152005,463495,218569,574260,1408329
2006-06-30,158298,459133,226190,574120,1417741
2006-07-01,158750,435848,223320,560388,1378306
2006-07-02,141092,348569,197630,525073,1212364
2006-07-03,137138,364560,169490,522676,1193864
2006-07-04,135741,366832,178330,520993,1201896
2006-07-05,143527,382620,193480,551877,1271504
2006-07-06,144291,391802,210568,545279,1291940
2006-07-07,147408,397938,217170,540306,1302822
2006-07-08,145661,407670,222010,520571,1295912
2006-07-09,140657,350992,190370,497648,1179667
2006-07-10,146379,390699,200690,545235,1283003
2006-07-11,144157,396066,195830,530506,1266559
2006-07-12,148921,404658,200880,541391,1295850
2006-07-13,148725,394305,185630,559856,1288516
